"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"UNIINFO","Uniinfo Telecom Services Limited","EQ","Annual General Meeting","10","20-Sep-2024","-","21-Sep-2024","27-Sep-2024"
"UNIVASTU","Univastu India Limited","EQ","Annual General Meeting","10","20-Sep-2024","-","22-Sep-2024","28-Sep-2024"
"UNIVPHOTO","Universus Photo Imagings Limited","EQ","Annual General Meeting","10","20-Sep-2024","-","23-Sep-2024","30-Sep-2024"
"V2RETAIL","V2 Retail Limited","EQ","Annual General Meeting","10","20-Sep-2024","-","21-Sep-2024","27-Sep-2024"
"VAKRANGEE","Vakrangee Limited","EQ","Dividend - Re 0.05 Per Share","1","20-Sep-2024","-","21-Sep-2024","27-Sep-2024"
"VETO","Veto Switchgears And Cables Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","10","20-Sep-2024","-","22-Sep-2024","28-Sep-2024"
"VISHNU","Vishnu Chemicals Limited","EQ","Annual General Meeting/Dividend - Rs 0.30 Per Share","2","20-Sep-2024","-","21-Sep-2024","27-Sep-2024"
"VISHWARAJ","Vishwaraj Sugar Industries Limited","EQ","Dividend - Rs 0.20 Per Share","2","20-Sep-2024","20-Sep-2024","-","-"
"VIVIDHA","Visagar Polytex Limited","EQ","Annual General Meeting","1","20-Sep-2024","-","23-Sep-2024","30-Sep-2024"
"VLSFINANCE","VLS Finance Limited","EQ","Annual General Meeting/Dividend - Rs 1.5 Per Share/Special Dividend - Re 1 Per Share","10","20-Sep-2024","-","21-Sep-2024","28-Sep-2024"
"WEBELSOLAR","Websol Energy System Limited","EQ","Annual General Meeting","10","20-Sep-2024","-","23-Sep-2024","28-Sep-2024"
"ZOTA","Zota Health Care LImited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","10","20-Sep-2024","21-Sep-2024","-","-"
"ZUARIIND","ZUARI INDUSTRIES LIMITED","EQ","Annual General Meeting/Dividend - Re 1 Per Share","10","20-Sep-2024","-","21-Sep-2024","27-Sep-2024"
