"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"UJJIVANSFB","Ujjivan Small Finance Bank Limited","EQ","Dividend - Rs 1.50 Per Share","10","12-Jul-2024","12-Jul-2024","-","-"
"SHRADHA","Shradha Infraprojects Limited","EQ","Dividend - Re 1 Per Share","5","12-Jul-2024","12-Jul-2024","-","-"
"ANANTRAJ","Anant Raj Limited","EQ","Annual General Meeting/Dividend - Re 0.73 Per Share","2","12-Jul-2024","-","14-Jul-2024","20-Jul-2024"
"MAHLOG","Mahindra Logistics Limited","EQ","Annual General Meeting/Dividend - Rs 2.50 Per Share","10","12-Jul-2024","-","13-Jul-2024","22-Jul-2024"
"SEJALLTD","Sejal Glass Limited","EQ","Annual General Meeting","10","12-Jul-2024","-","15-Jul-2024","19-Jul-2024"
"AUBANK","AU Small Finance Bank Limited","EQ","Dividend - Re 1 Per Share","10","12-Jul-2024","12-Jul-2024","-","-"
"AXISBANK","Axis Bank Limited","EQ","Dividend - Re 1 Per Share","2","12-Jul-2024","12-Jul-2024","-","-"
"BSOFT","BIRLASOFT LIMITED","EQ","Dividend - Rs 4 Per Share","2","12-Jul-2024","12-Jul-2024","-","-"
"IOC","Indian Oil Corporation Limited","EQ","Dividend - Rs 7 Per Share","10","12-Jul-2024","12-Jul-2024","-","-"
"IRMENERGY","IRM Energy Limited","EQ","Dividend - Rs 1.5 Per Share","10","12-Jul-2024","12-Jul-2024","-","-"
"JUBLFOOD","Jubilant Foodworks Limited","EQ","Dividend - Rs 1.20 Per Share","2","12-Jul-2024","12-Jul-2024","-","-"
"KIRLPNU","Kirloskar Pneumatic Company Limited","EQ","Annual General Meeting/Dividend - Rs 4 Per Share","2","12-Jul-2024","-","13-Jul-2024","20-Jul-2024"
"MAHLIFE","Mahindra Lifespace Developers Limited","EQ","Dividend - Rs 2.65 Per Share","10","12-Jul-2024","-","13-Jul-2024","24-Jul-2024"
"PETRONET","Petronet LNG Limited","EQ","Dividend - Rs 3 Per Share","10","12-Jul-2024","12-Jul-2024","-","-"
"PPLPHARMA","Piramal Pharma Limited","EQ","Dividend - Rs 0.11 Per Share","10","12-Jul-2024","12-Jul-2024","-","-"
"PTL","PTL Enterprises Limited","EQ","Dividend - Rs 1.75 Per Share","1","12-Jul-2024","12-Jul-2024","-","-"
"SATINDLTD","Sat Industries Limited","EQ","Dividend - Rs 0.15 Per Share","2","12-Jul-2024","12-Jul-2024","-","-"
"SUNPHARMA","Sun Pharmaceutical Industries Limited","EQ","Dividend - Rs 5 Per Share","1","12-Jul-2024","12-Jul-2024","-","-"
"THEMISMED","Themis Medicare Limited","EQ","Annual General Meeting/Dividend - Rs 0.50 Per Share","1","12-Jul-2024","-","15-Jul-2024","22-Jul-2024"
"UNITDSPR","United Spirits Limited","EQ","Dividend - Rs 5 Per Share","2","12-Jul-2024","12-Jul-2024","-","-"
"WENDT","Wendt (India) Limited","EQ","Annual General Meeting/Dividend - Rs  20 Per Share","10","12-Jul-2024","-","15-Jul-2024","22-Jul-2024"
"JAYAGROGN","Jayant Agro Organics Limited","EQ","Dividend - Rs 5 Per Share & Special Dividend - Rs 2.5 Per Share","5","12-Jul-2024","12-Jul-2024","-","-"
"JAYAGROGN","Jayant Agro Organics Limited","EQ","Annual General Meeting","5","12-Jul-2024","-","13-Jul-2024","18-Jul-2024"
"20MICRONS","20 Microns Limited","EQ","Annual General Meeting","5","12-Jul-2024","-","13-Jul-2024","19-Jul-2024"
"20MICRONS","20 Microns Limited","EQ","Dividend - Rs 1.25 Per Share","5","12-Jul-2024","12-Jul-2024","-","-"
"ATUL","Atul Limited","EQ","Annual General Meeting/Dividend - Rs 20 Per Share","10","12-Jul-2024","-","13-Jul-2024","19-Jul-2024"
"BLUEDART","Blue Dart Express Limited","EQ","Annual General Meeting/Dividend - Rs 25 Per Share","10","12-Jul-2024","-","13-Jul-2024","19-Jul-2024"
"DLINKINDIA","D-Link (India) Limited","EQ","Annual General Meeting/Dividend - Rs 8 Per Share & Special Dividend Rs 5 Per Share","2","12-Jul-2024","-","13-Jul-2024","19-Jul-2024"
"KABRAEXTRU","Kabra Extrusion Technik Limited","EQ","Annual General Meeting/Dividend - Rs 3.50 Per Share","5","12-Jul-2024","-","13-Jul-2024","19-Jul-2024"
"MAHEPC","Mahindra EPC Irrigation Limited","EQ","Annual General Meeting","10","12-Jul-2024","-","15-Jul-2024","19-Jul-2024"
"NEULANDLAB","Neuland Laboratories Limited","EQ","Annual General Meeting/Dividend - Rs 14 Per Share","10","12-Jul-2024","-","13-Jul-2024","15-Jul-2024"
"NILKAMAL","Nilkamal Limited","EQ","Annual General Meeting/Dividend - Rs 20 Per Share","10","12-Jul-2024","-","13-Jul-2024","19-Jul-2024"
"ONWARDTEC","Onward Technologies Limited","EQ","Annual General Meeting/Dividend - Rs 5 Per Share","10","12-Jul-2024","-","13-Jul-2024","19-Jul-2024"
"PRITIKAUTO","Pritika Auto Industries Limited","EQ","Annual General Meeting","2","12-Jul-2024","-","15-Jul-2024","17-Jul-2024"
"RITCO","Ritco Logistics Limited","EQ","Extra-Ordinary General Meeting","10","12-Jul-2024","-","14-Jul-2024","20-Jul-2024"
"SAFARI","Safari Industries (India) Limited","EQ","Annual General Meeting","2","12-Jul-2024","-","13-Jul-2024","26-Jul-2024"
"SAFARI","Safari Industries (India) Limited","EQ","Dividend - Rs 1.50 Per Share","2","12-Jul-2024","12-Jul-2024","-","-"
"SATINDLTD","Sat Industries Limited","EQ","Annual General Meeting","2","12-Jul-2024","-","13-Jul-2024","19-Jul-2024"
"SHRADHA","Shradha Infraprojects Limited","EQ","Annual General Meeting","5","12-Jul-2024","-","13-Jul-2024","27-Jul-2024"
"UTKARSHBNK","Utkarsh Small Finance Bank Limited","EQ","Dividend - Re 0.50 Per Share","10","12-Jul-2024","12-Jul-2024","-","-"
