SECTOR_SLUG,SECTOR_NAME,EXCHANGE,SYMBOL,COMPANY_NAME,MARKET_CAP_CR,PE
"agriculture","Agriculture","NSE","BBTC","Bombay Burmah Trdg.","10,538","8.03"
"agriculture","Agriculture","NSE","JKPAPER","JK Paper","7,808","23.65"
"agriculture","Agriculture","NSE","WSTCSTPAPR","West Coast PaperMill","5,076","21.81"
"agriculture","Agriculture","NSE","KSCL","Kaveri Seed","3,585","14.65"
"agriculture","Agriculture","NSE","JUBLCPL","Jubilant Agri & Con.","3,037","24.66"
"agriculture","Agriculture","NSE","VENKEYS","Venky's (India)","2,318","13.36"
"agriculture","Agriculture","BSE","KSSMART","KS Smart Techno.","2,061","--"
"agriculture","Agriculture","NSE","SESHAPAPER","Seshasayee Paper","1,578","15.78"
"agriculture","Agriculture","NSE","ANDHRAPAP","Andhra Paper","1,482","52.4"
"agriculture","Agriculture","BSE","NRAIL","NR Agarwal Inds.","1,067","17.22"
"agriculture","Agriculture","NSE","FRESHARA","Freshara Agro Export","1,060","27.8"
"agriculture","Agriculture","NSE","TNPL","TN Newsprints &Paper","1,027","3.86"
"agriculture","Agriculture","BSE","META","String Metaverse","978","8.46"
"agriculture","Agriculture","NSE","PDMJEPAPER","Pudumjee Paper Prod.","963","10.24"
"agriculture","Agriculture","NSE","BSHSL","Bombay Super Hybrid","939","31.55"
"agriculture","Agriculture","BSE","APIS","Apis India","716","28.26"
"agriculture","Agriculture","BSE","EMAMIPAP","Emami Paper Mills","707","7.38"
"agriculture","Agriculture","NSE","KUANTUM","Kuantum Papers","689","19.49"
"agriculture","Agriculture","BSE","SATIA","Satia Industries","686","--"
"agriculture","Agriculture","BSE","MEGAMONT","Megamont","629","--"
"agriculture","Agriculture","BSE","PRABHATAM","Prabhatam Infra Vent","614","--"
"agriculture","Agriculture","BSE","SUBAM","Subam Papers","561","50.97"
"agriculture","Agriculture","NSE","MGEL","Mangalam Global Ent.","513","11.06"
"agriculture","Agriculture","BSE","TRANSCHEM","Transchem","482","72.81"
"agriculture","Agriculture","NSE","BBTCL","B&B Triplewall Cont.","474","14.48"
"agriculture","Agriculture","NSE","RAMANEWS","Shree Rama News","457","--"
"agriculture","Agriculture","NSE","SHEETAL","Sheetal Universal","428","37.18"
"agriculture","Agriculture","BSE","PAKKA","Pakka","375","9.91"
"agriculture","Agriculture","NSE","ORIENTPPR","Orient Paper & Inds.","367","--"
"agriculture","Agriculture","NSE","KOTYARK","Kotyark Industries","348","19.06"
"agriculture","Agriculture","NSE","HARRMALAYA","Harrisons Malayalam","333","12.11"
"agriculture","Agriculture","BSE","RUCHIRA","Ruchira Papers","322","9.78"
"agriculture","Agriculture","BSE","TIERRA","Tierra Agrotech","309","--"
"agriculture","Agriculture","NSE","GENUSPAPER","Genus Paper & Boards","290","31.09"
"agriculture","Agriculture","NSE","NATHBIOGEN","Nath Bio-Genes (I)","281","7.89"
"agriculture","Agriculture","BSE","SAPPL","Shree AjitPulp&Paper","255","6.06"
"agriculture","Agriculture","NSE","STARPAPER","Star Paper Mills","242","8.03"
"agriculture","Agriculture","NSE","WORTHPERI","Worth Peripherals","236","14.95"
"agriculture","Agriculture","BSE","SIPAPER","South India Paper","221","14.96"
