SECTOR_SLUG,SECTOR_NAME,EXCHANGE,SYMBOL,COMPANY_NAME,MARKET_CAP_CR,PE
"agriculture","Agriculture","NSE","BBTC","Bombay Burmah Trdg.","10,899","8.13"
"agriculture","Agriculture","NSE","JKPAPER","JK Paper","7,101","22.16"
"agriculture","Agriculture","NSE","KSCL","Kaveri Seed","4,053","15.76"
"agriculture","Agriculture","NSE","WSTCSTPAPR","West Coast PaperMill","4,026","17.54"
"agriculture","Agriculture","NSE","JUBLCPL","Jubilant Agri & Con.","3,236","26.97"
"agriculture","Agriculture","NSE","VENKEYS","Venky's (India)","2,216","13.84"
"agriculture","Agriculture","BSE","KSSMART","KS Smart Techno.","2,104","--"
"agriculture","Agriculture","NSE","SESHAPAPER","Seshasayee Paper","1,433","14.53"
"agriculture","Agriculture","NSE","ANDHRAPAP","Andhra Paper","1,213","43.37"
"agriculture","Agriculture","NSE","FRESHARA","Freshara Agro Export","1,031","29.01"
"agriculture","Agriculture","NSE","TNPL","TN Newsprints &Paper","974","3.73"
"agriculture","Agriculture","NSE","BSHSL","Bombay Super Hybrid","953","32.27"
"agriculture","Agriculture","BSE","META","String Metaverse","939","8.12"
"agriculture","Agriculture","NSE","PDMJEPAPER","Pudumjee Paper Prod.","898","9.93"
"agriculture","Agriculture","BSE","NRAIL","NR Agarwal Inds.","850","13.93"
"agriculture","Agriculture","BSE","APIS","Apis India","719","28.41"
"agriculture","Agriculture","BSE","EMAMIPAP","Emami Paper Mills","699","7.12"
"agriculture","Agriculture","NSE","KUANTUM","Kuantum Papers","643","17.44"
"agriculture","Agriculture","BSE","PRABHATAM","Prabhatam Infra Vent","585","--"
"agriculture","Agriculture","BSE","SATIA","Satia Industries","579","--"
"agriculture","Agriculture","BSE","SUBAM","Subam Papers","577","52.4"
"agriculture","Agriculture","NSE","BBTCL","B&B Triplewall Cont.","482","13.81"
"agriculture","Agriculture","NSE","MGEL","Mangalam Global Ent.","477","9.93"
"agriculture","Agriculture","NSE","RAMANEWS","Shree Rama News","458","--"
"agriculture","Agriculture","BSE","MEGAMONT","Megamont","442","--"
"agriculture","Agriculture","BSE","TRANSCHEM","Transchem","424","64.18"
"agriculture","Agriculture","NSE","SHEETAL","Sheetal Universal","393","34.11"
"agriculture","Agriculture","NSE","KOTYARK","Kotyark Industries","386","20.23"
"agriculture","Agriculture","BSE","PAKKA","Pakka","374","9.68"
"agriculture","Agriculture","NSE","HARRMALAYA","Harrisons Malayalam","366","13.45"
"agriculture","Agriculture","NSE","ORIENTPPR","Orient Paper & Inds.","365","--"
"agriculture","Agriculture","NSE","GENUSPAPER","Genus Paper & Boards","317","32.92"
"agriculture","Agriculture","BSE","RUCHIRA","Ruchira Papers","306","9.28"
"agriculture","Agriculture","NSE","NATHBIOGEN","Nath Bio-Genes (I)","299","8.2"
"agriculture","Agriculture","BSE","TIERRA","Tierra Agrotech","285","--"
"agriculture","Agriculture","NSE","WORTHPERI","Worth Peripherals","256","15.51"
"agriculture","Agriculture","BSE","SAPPL","Shree AjitPulp&Paper","249","5.91"
"agriculture","Agriculture","NSE","STARPAPER","Star Paper Mills","239","7.66"
"agriculture","Agriculture","BSE","SIPAPER","South India Paper","223","14.77"
"agriculture","Agriculture","BSE","SCAGRO","SC Agrotech","203","16.08"
"agriculture","Agriculture","NSE","NIKITA","Nikita Greentech","190","17.03"
"agriculture","Agriculture","NSE","SHREYANIND","Shreyans Industries","171","--"
"agriculture","Agriculture","NSE","RAJPUTANA","Rajputana Biodiesel","167","18.47"
"agriculture","Agriculture","BSE","WESTERNBIO","Ecoboard Industries","166","--"
"agriculture","Agriculture","BSE","INDOUS","Indo US Bio-Tech","165","14.0"
"agriculture","Agriculture","BSE","MSL","Mangalam Seeds","164","18.62"
"agriculture","Agriculture","BSE","KANELOIL","Kanel Industries","138","--"
"agriculture","Agriculture","BSE","JKAGRI","JK Agri Genetics","136","--"
