SECTOR_SLUG,SECTOR_NAME,EXCHANGE,SYMBOL,COMPANY_NAME,MARKET_CAP_CR,PE
"agriculture","Agriculture","NSE","BBTC","Bombay Burmah Trdg.","10,398","8.37"
"agriculture","Agriculture","NSE","JKPAPER","JK Paper","7,085","21.85"
"agriculture","Agriculture","NSE","WSTCSTPAPR","West Coast PaperMill","3,934","26.12"
"agriculture","Agriculture","NSE","KSCL","Kaveri Seed","3,922","13.88"
"agriculture","Agriculture","NSE","JUBLCPL","Jubilant Agri & Con.","2,811","21.98"
"agriculture","Agriculture","NSE","VENKEYS","Venky's (India)","2,158","12.45"
"agriculture","Agriculture","BSE","KSSMART","KS Smart Techno.","1,977","--"
"agriculture","Agriculture","NSE","SESHAPAPER","Seshasayee Paper","1,471","14.85"
"agriculture","Agriculture","NSE","ANDHRAPAP","Andhra Paper","1,206","43.35"
"agriculture","Agriculture","NSE","TNPL","TN Newsprints &Paper","1,063","4.29"
"agriculture","Agriculture","NSE","BSHSL","Bombay Super Hybrid","943","32.85"
"agriculture","Agriculture","BSE","NRAIL","NR Agarwal Inds.","909","14.24"
"agriculture","Agriculture","NSE","FRESHARA","Freshara Agro Export","884","24.4"
"agriculture","Agriculture","NSE","PDMJEPAPER","Pudumjee Paper Prod.","853","9.37"
"agriculture","Agriculture","BSE","APIS","Apis India","790","31.19"
"agriculture","Agriculture","NSE","KUANTUM","Kuantum Papers","758","17.97"
"agriculture","Agriculture","BSE","META","String Metaverse","755","6.86"
"agriculture","Agriculture","BSE","EMAMIPAP","Emami Paper Mills","669","7.24"
"agriculture","Agriculture","BSE","SATIA","Satia Industries","611","14.93"
"agriculture","Agriculture","BSE","SUBAM","Subam Papers","607","56.32"
"agriculture","Agriculture","BSE","PRABHATAM","Prabhatam Infra Vent","585","--"
"agriculture","Agriculture","NSE","RAMANEWS","Shree Rama News","491","--"
"agriculture","Agriculture","NSE","KOTYARK","Kotyark Industries","480","25.55"
"agriculture","Agriculture","NSE","MGEL","Mangalam Global Ent.","469","10.19"
"agriculture","Agriculture","NSE","BBTCL","B&B Triplewall Cont.","459","22.22"
"agriculture","Agriculture","BSE","MEGAMONT","Megamont","427","--"
"agriculture","Agriculture","NSE","HARRMALAYA","Harrisons Malayalam","406","13.94"
"agriculture","Agriculture","NSE","SHEETAL","Sheetal Universal","390","33.9"
"agriculture","Agriculture","BSE","TRANSCHEM","Transchem","376","55.88"
"agriculture","Agriculture","NSE","ORIENTPPR","Orient Paper & Inds.","373","--"
"agriculture","Agriculture","BSE","PAKKA","Pakka","341","9.08"
"agriculture","Agriculture","BSE","RUCHIRA","Ruchira Papers","331","7.5"
