SECTOR_SLUG,SECTOR_NAME,EXCHANGE,SYMBOL,COMPANY_NAME,MARKET_CAP_CR,PE
"agriculture","Agriculture","NSE","BBTC","Bombay Burmah Trdg.","10,091","7.82"
"agriculture","Agriculture","NSE","JKPAPER","JK Paper","6,868","21.18"
"agriculture","Agriculture","NSE","WSTCSTPAPR","West Coast PaperMill","4,062","17.68"
"agriculture","Agriculture","NSE","KSCL","Kaveri Seed","3,955","15.85"
"agriculture","Agriculture","NSE","JUBLCPL","Jubilant Agri & Con.","3,522","27.13"
"agriculture","Agriculture","NSE","VENKEYS","Venky's (India)","2,116","12.2"
"agriculture","Agriculture","BSE","KSSMART","KS Smart Techno.","1,696","--"
"agriculture","Agriculture","NSE","SESHAPAPER","Seshasayee Paper","1,429","14.43"
"agriculture","Agriculture","NSE","ANDHRAPAP","Andhra Paper","1,213","43.9"
"agriculture","Agriculture","NSE","TNPL","TN Newsprints &Paper","958","3.67"
"agriculture","Agriculture","BSE","META","String Metaverse","954","7.86"
"agriculture","Agriculture","NSE","BSHSL","Bombay Super Hybrid","931","32.45"
"agriculture","Agriculture","NSE","FRESHARA","Freshara Agro Export","871","24.03"
"agriculture","Agriculture","BSE","NRAIL","NR Agarwal Inds.","853","13.73"
"agriculture","Agriculture","NSE","PDMJEPAPER","Pudumjee Paper Prod.","830","9.12"
"agriculture","Agriculture","BSE","APIS","Apis India","744","29.38"
"agriculture","Agriculture","BSE","EMAMIPAP","Emami Paper Mills","690","7.36"
"agriculture","Agriculture","NSE","KUANTUM","Kuantum Papers","689","19.07"
"agriculture","Agriculture","BSE","SUBAM","Subam Papers","622","57.73"
"agriculture","Agriculture","BSE","PRABHATAM","Prabhatam Infra Vent","585","--"
"agriculture","Agriculture","BSE","SATIA","Satia Industries","580","--"
"agriculture","Agriculture","NSE","BBTCL","B&B Triplewall Cont.","504","15.16"
"agriculture","Agriculture","NSE","MGEL","Mangalam Global Ent.","493","10.43"
"agriculture","Agriculture","NSE","RAMANEWS","Shree Rama News","479","--"
"agriculture","Agriculture","BSE","MEGAMONT","Megamont","462","--"
"agriculture","Agriculture","BSE","PAKKA","Pakka","422","11.25"
"agriculture","Agriculture","BSE","TRANSCHEM","Transchem","401","59.7"
"agriculture","Agriculture","NSE","KOTYARK","Kotyark Industries","393","20.94"
