SECTOR_SLUG,SECTOR_NAME,EXCHANGE,SYMBOL,COMPANY_NAME,MARKET_CAP_CR,PE
"agriculture","Agriculture","NSE","BBTC","Bombay Burmah Trdg.","10,294","7.92"
"agriculture","Agriculture","NSE","JKPAPER","JK Paper","7,573","23.27"
"agriculture","Agriculture","NSE","WSTCSTPAPR","West Coast PaperMill","4,878","21.57"
"agriculture","Agriculture","NSE","KSCL","Kaveri Seed","3,647","14.43"
"agriculture","Agriculture","NSE","JUBLCPL","Jubilant Agri & Con.","3,161","24.59"
"agriculture","Agriculture","NSE","VENKEYS","Venky's (India)","2,341","13.6"
"agriculture","Agriculture","BSE","KSSMART","KS Smart Techno.","1,979","--"
"agriculture","Agriculture","NSE","SESHAPAPER","Seshasayee Paper","1,552","15.76"
"agriculture","Agriculture","NSE","ANDHRAPAP","Andhra Paper","1,450","51.69"
"agriculture","Agriculture","BSE","NRAIL","NR Agarwal Inds.","1,063","17.8"
"agriculture","Agriculture","BSE","META","String Metaverse","1,014","8.4"
"agriculture","Agriculture","NSE","FRESHARA","Freshara Agro Export","1,007","26.52"
"agriculture","Agriculture","NSE","TNPL","TN Newsprints &Paper","994","3.78"
"agriculture","Agriculture","NSE","PDMJEPAPER","Pudumjee Paper Prod.","939","10.15"
"agriculture","Agriculture","NSE","BSHSL","Bombay Super Hybrid","892","30.77"
"agriculture","Agriculture","BSE","APIS","Apis India","714","28.2"
"agriculture","Agriculture","NSE","KUANTUM","Kuantum Papers","705","20.45"
"agriculture","Agriculture","BSE","EMAMIPAP","Emami Paper Mills","689","7.42"
"agriculture","Agriculture","BSE","SATIA","Satia Industries","677","--"
"agriculture","Agriculture","BSE","MEGAMONT","Megamont","654","--"
"agriculture","Agriculture","BSE","PRABHATAM","Prabhatam Infra Vent","614","--"
"agriculture","Agriculture","BSE","SUBAM","Subam Papers","550","56.13"
"agriculture","Agriculture","NSE","MGEL","Mangalam Global Ent.","517","10.83"
"agriculture","Agriculture","BSE","TRANSCHEM","Transchem","492","73.33"
"agriculture","Agriculture","NSE","BBTCL","B&B Triplewall Cont.","488","14.4"
"agriculture","Agriculture","NSE","RAMANEWS","Shree Rama News","478","--"
