SECTOR_SLUG,SECTOR_NAME,EXCHANGE,SYMBOL,COMPANY_NAME,MARKET_CAP_CR,PE
"agriculture","Agriculture","NSE","BBTC","Bombay Burmah Trdg.","9,944","7.71"
"agriculture","Agriculture","NSE","JKPAPER","JK Paper","7,059","22.16"
"agriculture","Agriculture","NSE","KSCL","Kaveri Seed","4,044","16.2"
"agriculture","Agriculture","NSE","WSTCSTPAPR","West Coast PaperMill","4,014","17.48"
"agriculture","Agriculture","NSE","JUBLCPL","Jubilant Agri & Con.","3,296","25.39"
"agriculture","Agriculture","NSE","VENKEYS","Venky's (India)","2,223","12.95"
"agriculture","Agriculture","BSE","KSSMART","KS Smart Techno.","2,100","--"
"agriculture","Agriculture","NSE","SESHAPAPER","Seshasayee Paper","1,439","14.53"
"agriculture","Agriculture","NSE","ANDHRAPAP","Andhra Paper","1,200","43.44"
"agriculture","Agriculture","NSE","FRESHARA","Freshara Agro Export","1,013","27.96"
"agriculture","Agriculture","NSE","TNPL","TN Newsprints &Paper","973","3.73"
"agriculture","Agriculture","NSE","BSHSL","Bombay Super Hybrid","935","32.58"
"agriculture","Agriculture","BSE","META","String Metaverse","872","7.19"
"agriculture","Agriculture","BSE","NRAIL","NR Agarwal Inds.","859","13.82"
"agriculture","Agriculture","NSE","PDMJEPAPER","Pudumjee Paper Prod.","852","9.36"
"agriculture","Agriculture","BSE","APIS","Apis India","754","29.77"
"agriculture","Agriculture","BSE","EMAMIPAP","Emami Paper Mills","722","7.71"
"agriculture","Agriculture","NSE","KUANTUM","Kuantum Papers","633","17.52"
"agriculture","Agriculture","BSE","SATIA","Satia Industries","586","--"
"agriculture","Agriculture","BSE","PRABHATAM","Prabhatam Infra Vent","585","--"
"agriculture","Agriculture","BSE","SUBAM","Subam Papers","583","54.07"
"agriculture","Agriculture","NSE","MGEL","Mangalam Global Ent.","483","10.23"
"agriculture","Agriculture","NSE","BBTCL","B&B Triplewall Cont.","482","14.39"
"agriculture","Agriculture","NSE","RAMANEWS","Shree Rama News","465","--"
"agriculture","Agriculture","BSE","MEGAMONT","Megamont","422","--"
"agriculture","Agriculture","BSE","TRANSCHEM","Transchem","406","60.34"
"agriculture","Agriculture","NSE","SHEETAL","Sheetal Universal","390","33.85"
"agriculture","Agriculture","NSE","KOTYARK","Kotyark Industries","389","20.75"
"agriculture","Agriculture","BSE","PAKKA","Pakka","385","10.25"
"agriculture","Agriculture","NSE","HARRMALAYA","Harrisons Malayalam","372","13.73"
"agriculture","Agriculture","NSE","ORIENTPPR","Orient Paper & Inds.","363","--"
"agriculture","Agriculture","NSE","GENUSPAPER","Genus Paper & Boards","311","33.66"
"agriculture","Agriculture","BSE","RUCHIRA","Ruchira Papers","309","9.27"
"agriculture","Agriculture","NSE","NATHBIOGEN","Nath Bio-Genes (I)","291","7.95"
"agriculture","Agriculture","BSE","TIERRA","Tierra Agrotech","289","--"
"agriculture","Agriculture","NSE","SAPPL","Shree AjitPulp&Paper","260","6.19"
"agriculture","Agriculture","NSE","WORTHPERI","Worth Peripherals","247","16.06"
"agriculture","Agriculture","BSE","SIPAPER","South India Paper","239","16.22"
"agriculture","Agriculture","NSE","STARPAPER","Star Paper Mills","228","7.38"
"agriculture","Agriculture","BSE","SCAGRO","SC Agrotech","211","16.4"
"agriculture","Agriculture","NSE","NIKITA","Nikita Greentech","177","15.87"
"agriculture","Agriculture","NSE","SHREYANIND","Shreyans Industries","173","--"
"agriculture","Agriculture","NSE","RAJPUTANA","Rajputana Biodiesel","166","18.33"
"agriculture","Agriculture","BSE","WESTERNBIO","Ecoboard Industries","163","--"
"agriculture","Agriculture","BSE","INDOUS","Indo US Bio-Tech","163","14.24"
"agriculture","Agriculture","NSE","MSL","Mangalam Seeds","161","19.4"
"agriculture","Agriculture","BSE","RDGAIL","Rukmani Devi Garg","132","14.89"
"agriculture","Agriculture","BSE","JKAGRI","JK Agri Genetics","132","--"
"agriculture","Agriculture","BSE","SKPMIL","Shree Krishna Papers","131","5.26"
"agriculture","Agriculture","NSE","MAGNUM","Magnum Ventures","131","--"
"agriculture","Agriculture","BSE","KANELOIL","Kanel Industries","125","--"
"agriculture","Agriculture","NSE","SHEEL","Sheel Biotech","120","10.17"
"agriculture","Agriculture","BSE","SCOOBEEDAY","Scoobee Day Garments","116","--"
"agriculture","Agriculture","NSE","OSWALSEEDS","Shree Oswal Seeds","113","9.26"
"agriculture","Agriculture","BSE","BAPACK","B&A Packaging India","108","13.92"
"agriculture","Agriculture","BSE","GANGAPA","Ganga Papers India","108","60.31"
"agriculture","Agriculture","NSE","NARMADA","Narmada Agrobase","106","29.54"
"agriculture","Agriculture","BSE","NATHIND","Nath Industries","99","14.64"
"agriculture","Agriculture","BSE","NAPL","Naturite Agro Prod.","98","--"
"agriculture","Agriculture","NSE","USASEEDS","Upsurge Seeds OfAgri","97","13.01"
"agriculture","Agriculture","NSE","UTKAL","Utkal Speciality Ind","93","12.71"
"agriculture","Agriculture","NSE","AARADHYA","Aaradhya Disposal","92","15.15"
"agriculture","Agriculture","NSE","RCDL","Rajgor Castor Deriv.","87","6.86"
"agriculture","Agriculture","BSE","DHANWEL","Dhanwel Hybrid Seeds","86","--"
"agriculture","Agriculture","BSE","SIMRAN","Simran Farms","77","14.99"
"agriculture","Agriculture","BSE","SPTRSHI","Saptarishi Agro Inds","74","--"
"agriculture","Agriculture","BSE","HFIL","Himalaya Food Intnl.","71","32.81"
"agriculture","Agriculture","BSE","GPAPL","Gujarat Peanut &Agri","71","9.59"
"agriculture","Agriculture","BSE","ALKOSIGN","Alkosign","64","--"
"agriculture","Agriculture","BSE","INDRANIB","Indrayani Biotech","62","28.7"
"agriculture","Agriculture","BSE","AGRITECH","Agri-Tech (India)","62","--"
"agriculture","Agriculture","BSE","CELLA","Cella Space","61","5.7"
"agriculture","Agriculture","NSE","LAMOSAIC","Lamosaic India","61","36.67"
"agriculture","Agriculture","BSE","TRESCON","Trescon","59","86.23"
"agriculture","Agriculture","NSE","SUNDARAM","Sundaram Multi Pap","59","14.9"
"agriculture","Agriculture","BSE","UNISEM","Unisem Agritech","57","10.67"
"agriculture","Agriculture","NSE","BALKRISHNA","Balkrishna Paper","56","--"
"agriculture","Agriculture","NSE","MALUPAPER","Malu Paper Mills","54","--"
"agriculture","Agriculture","BSE","PERFEPA","Perfectpac","52","21.27"
"agriculture","Agriculture","BSE","THREEMPAPE","Three M Paper Boards","49","6.81"
"agriculture","Agriculture","NSE","PRITI","Priti International","47","61.7"
"agriculture","Agriculture","BSE","SIEL","Superior Indl.Enterp","46","37.37"
"agriculture","Agriculture","BSE","TIMESGREEN","Times Green Energy","45","204.14"
"agriculture","Agriculture","NSE","DHANLAXMI","Dhanlaxmi Crop","42","--"
"agriculture","Agriculture","NSE","VISHWAS","Vishwas Agri Seeds","41","19.13"
"agriculture","Agriculture","BSE","RAFL","Raghuvansh Agrofarms","41","9.76"
"agriculture","Agriculture","BSE","MOHITPPR","Mohit Paper Mills","38","5.57"
"agriculture","Agriculture","BSE","STANBIK","Stanbik Agro","36","8.28"
"agriculture","Agriculture","BSE","MAHIP","Mahip Industries","35","12.47"
"agriculture","Agriculture","BSE","KAYPOWR","Kay Power and Paper","35","31.33"
"agriculture","Agriculture","BSE","SPINAROO","Spinaroo Commercial","33","61.33"
"agriculture","Agriculture","BSE","VAPIENTER","Vapi Enterprise","32","21.97"
"agriculture","Agriculture","NSE","SAIFL","Sameera Agro & Infra","30","2.07"
"agriculture","Agriculture","BSE","PRATIK","Pratik Panels","28","18.3"
"agriculture","Agriculture","BSE","ABRIL","Abril Paper Tech","27","18.06"
"agriculture","Agriculture","BSE","TGIF","TGIF Agribusiness","27","13.22"
"agriculture","Agriculture","BSE","SHREENATH","Shreenath Paper Prod","25","8.66"
"agriculture","Agriculture","BSE","SANPA","Sangal Papers","24","5.57"
"agriculture","Agriculture","NSE","NIRMAN","Nirman Agri Genetics","24","1.36"
"agriculture","Agriculture","BSE","ATENPAPERS","Aten Papers & Foam","21","2.79"
"agriculture","Agriculture","BSE","VPL","Vrundavan Plantation","21","11.87"
"agriculture","Agriculture","BSE","SHREEGANES","Shree Ganesh BioTech","20","--"
"agriculture","Agriculture","BSE","URSUGAR","UR Sugar Industries","20","43.73"
"agriculture","Agriculture","BSE","SAFFRON","Saffron Industries","19","11.35"
"agriculture","Agriculture","NSE","GAJANAND","Gajanand Internatl.","17","414.94"
"agriculture","Agriculture","BSE","HINDUST","Hind Agrigenetics","17","543.15"
"agriculture","Agriculture","NSE","CONTI","Continental Seeds","15","15.26"
"agriculture","Agriculture","BSE","NATHUEC","Natura Hue Chem","15","--"
"agriculture","Agriculture","BSE","SHKARTP","Shree Karthik Papers","14","68.85"
"agriculture","Agriculture","NSE","ASTRON","Astron Paper & Board","14","--"
"agriculture","Agriculture","BSE","RAMAPPR-B","Rama Paper Mills","13","--"
"agriculture","Agriculture","BSE","ASIAN","Asian Warehousing","12","44.08"
"agriculture","Agriculture","BSE","GVBL","Genomic Valley Bio.","9","439.41"
"agriculture","Agriculture","BSE","JAYATMA","Jayatma Spinners","9","13.0"
"agriculture","Agriculture","BSE","GRATEXI","Gratex Industries","8","57.55"
"agriculture","Agriculture","BSE","NATPLY","National Plywood","7","--"
"agriculture","Agriculture","BSE","AGIOPAPER","Agio Paper & Indus.","7","--"
"agriculture","Agriculture","BSE","TARAI","Tarai Foods","7","--"
"agriculture","Agriculture","BSE","OMEAG","Omega Ag-SeedsPunjab","7","12.49"
"agriculture","Agriculture","NSE","SMADL","Shri Mahalaxmi Agri","7","31.32"
"agriculture","Agriculture","BSE","BLOOM","Bloom Dekor","5","--"
"agriculture","Agriculture","BSE","GUJWIND","Gujarat Winding Sys.","5","--"
"agriculture","Agriculture","BSE","CORNE","Coral Newsprints","4","--"
"agriculture","Agriculture","BSE","BEEYU","Beeyu Overseas","4","--"
"agriculture","Agriculture","BSE","THAKKERS","Thakkers Group","4","2.17"
"agriculture","Agriculture","BSE","ASHUTPM","Tridev InfraEstates","2","437.2"
"auto-ancillary","Auto ancillary","BSE","MOTHERSON","SamvardhanaMotherson","1,74,782","39.91"
"auto-ancillary","Auto ancillary","NSE","BOSCHLTD","Bosch","1,44,267","61.05"
"auto-ancillary","Auto ancillary","BSE","UNOMINDA","UNO Minda","72,105","60.71"
"auto-ancillary","Auto ancillary","NSE","MRF","MRF","56,629","23.45"
"auto-ancillary","Auto ancillary","NSE","SONACOMS","Sona BLW Precision","50,535","71.36"
"auto-ancillary","Auto ancillary","NSE","BALKRISIND","Balkrishna Inds.","45,012","32.02"
"auto-ancillary","Auto ancillary","NSE","ENDURANCE","Endurance Tech.","42,015","43.32"
"auto-ancillary","Auto ancillary","NSE","EXIDEIND","Exide Industries","37,714","40.48"
"auto-ancillary","Auto ancillary","NSE","DHOOTTRANS","Dhoot Transmission","32,218","81.23"
"auto-ancillary","Auto ancillary","NSE","ZFCVINDIA","ZF Commercial Vehic.","29,509","59.11"
"auto-ancillary","Auto ancillary","NSE","APOLLOTYRE","Apollo Tyres","28,186","16.5"
"auto-ancillary","Auto ancillary","NSE","CRAFTSMAN","Craftsman Automation","27,576","59.31"
"auto-ancillary","Auto ancillary","NSE","TVSHLTD","TVS Holdings","27,389","13.9"
"auto-ancillary","Auto ancillary","NSE","SUNDRMFAST","Sundram Fasteners","25,982","42.51"
"auto-ancillary","Auto ancillary","NSE","SANSERA","Sansera Engineering","23,987","68.84"
"auto-ancillary","Auto ancillary","NSE","GABRIEL","Gabriel India","23,771","79.86"
"auto-ancillary","Auto ancillary","NSE","BELRISE","Belrise Industries","22,225","43.85"
"auto-ancillary","Auto ancillary","NSE","TENNIND","Tenneco Clean Air","21,785","36.26"
"auto-ancillary","Auto ancillary","NSE","HBLENGINE","HBL Engineering","18,960","24.29"
"auto-ancillary","Auto ancillary","NSE","MINDACORP","Minda Corporation","16,899","33.73"
"auto-ancillary","Auto ancillary","NSE","ARE&M","Amara Raja Energy","16,851","18.28"
"auto-ancillary","Auto ancillary","NSE","MAHSCOOTER","Maharashtra Scooters","15,653","56.2"
"auto-ancillary","Auto ancillary","BSE","JBMA","JBM Auto","15,445","68.9"
"auto-ancillary","Auto ancillary","NSE","CEATLTD","Ceat","14,483","24.57"
"auto-ancillary","Auto ancillary","NSE","SEDEMAC","Sedemac Mechatronics","13,535","130.67"
"auto-ancillary","Auto ancillary","NSE","LUMAXTECH","Lumax Auto Tech.","13,148","40.57"
"auto-ancillary","Auto ancillary","NSE","VARROC","Varroc Engineering","12,396","62.84"
"auto-ancillary","Auto ancillary","NSE","ASKAUTOLTD","ASK Automotive","12,165","38.45"
"auto-ancillary","Auto ancillary","NSE","JKTYRE","JK Tyres & Inds.","11,062","16.99"
"auto-ancillary","Auto ancillary","NSE","PRICOLLTD","Pricol","9,521","35.53"
"auto-ancillary","Auto ancillary","NSE","BANCOINDIA","Banco Products (I)","8,979","18.16"
"auto-ancillary","Auto ancillary","NSE","SJS","SJS Enterprises","7,973","37.91"
"auto-ancillary","Auto ancillary","NSE","SUPRAJIT","Suprajit Engineering","6,901","36.95"
