"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"CUBEINVIT","Cube Highways Trust","IV","Distribution - Rs 3.94 Per Unit Consisting Of Interest - Rs 1.79 Per Unit/ Dividend - Re 0.20 Per Unit/ Treasury Income - Re 0.01 Per Unit/ Repayment Of Spv Loan Rs 1.94 Per Unit","100","24-May-2024","24-May-2024","-","-"
"VERTIS","Vertis Infrastructure Trust","IV","Distribution - Rs 9.3792 Per Unit Consisting Of Interest - Rs 1.0209 Per Unit/ Dividend - Rs 8.0575 Per Unit/ Return Of Capital - Re 0.2535 Per Unit/ Other Income - Re 0.0473 Per Unit","100","24-May-2024","24-May-2024","-","-"
"GMBREW","GM Breweries Limited","EQ","Bonus 1:4","10","24-May-2024","25-May-2024","-","-"
"MGEL","Mangalam Global Enterprise Limited","EQ","Rights 1:7 @ Premium Rs 18/-","1","24-May-2024","24-May-2024","-","-"
"TATACONSUM","TATA CONSUMER PRODUCTS LIMITED","EQ","Dividend - Rs 7.75 Per Share","1","24-May-2024","24-May-2024","-","-"
"BDL","Bharat Dynamics Limited","EQ","Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share","5","24-May-2024","24-May-2024","-","-"
"SDBL","Som Distilleries & Breweries Limited","EQ","Face Value Split (Sub-Division) - From Rs 5/- Per Share To Rs 2/- Per Share","2","24-May-2024","24-May-2024","-","-"
"772GS2025","GOVERNMENT OF INDIA","GS","Interest Payment","100","24-May-2024","24-May-2024","-","-"
"BIRET","Brookfield India Real Estate Trust","RR","Distribution - Rs 4.75 Per Unit Comprising Of Interest Rs 2.18 Per Unit/ Repayment Of Shareholder Loan - Rs 2.51 Per Unit/ Interest Income On Fixed Deposits - Re 0.06 Per Unit","275","24-May-2024","24-May-2024","-","-"
"VEDL","Vedanta Limited","EQ","Interim Dividend - Rs 11 Per Share","1","24-May-2024","25-May-2024","-","-"
"INOXWIND","Inox Wind Limited","EQ","Bonus 3:1","10","24-May-2024","25-May-2024","-","-"
