"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"KKCL","Kewal Kiran Clothing Limited","EQ","Interim Dividend - Rs 2 Per Share","10","02-Feb-2024","02-Feb-2024","-","-"
"MRPL","Mangalore Refinery and Petrochemicals Limited","EQ","Interim Dividend - Re 1 Per Share","10","02-Feb-2024","02-Feb-2024","-","-"
"OBEROIRLTY","Oberoi Realty Limited","EQ","Interim Dividend - Rs 2 Per Share","10","02-Feb-2024","02-Feb-2024","-","-"
"SHAREINDIA","Share India Securities Limited","EQ","Interim Dividend - Rs 3 Per Share","2","02-Feb-2024","02-Feb-2024","-","-"
"ZENSARTECH","Zensar Technologies Limited","EQ","Interim Dividend - Rs 2 Per Share","2","02-Feb-2024","02-Feb-2024","-","-"
"SANDUMA","Sandur Manganese & Iron Ores Limited","EQ","Bonus 5:1","10","02-Feb-2024","02-Feb-2024","-","-"
"CONTROLPR","Control Print Limited","EQ","Interim Dividend - Rs 4 Per Share","10","02-Feb-2024","02-Feb-2024","-","-"
"GLOBAL","Global Education Limited","EQ","Interim Dividend - Rs 1.25 Per Share","2","02-Feb-2024","03-Feb-2024","-","-"
"IEX","Indian Energy Exchange Limited","EQ","Interim Dividend - Re 1 Per Share","1","02-Feb-2024","03-Feb-2024","-","-"
"OSWALSEEDS","ShreeOswal Seeds And Chemicals Limited","EQ","Bonus 1:5","2","02-Feb-2024","02-Feb-2024","-","-"
"BALKRISIND","Balkrishna Industries Limited","EQ","Interim Dividend - Rs 4 Per Share","2","02-Feb-2024","02-Feb-2024","-","-"
